unix,date,symbol,open,high,low,close,Volume ETH,Volume USD
1583193600000.0,2020-03-03 00:00:00,ETH/USD,232.21,232.74,220.12,223.67,5709.157897169938,1276967.34686
1583107200000.0,2020-03-02 00:00:00,ETH/USD,217.47,234.41,215.83,232.09,4431.44537170925,1028494.15632
1583020800000.0,2020-03-01 00:00:00,ETH/USD,217.18,227.91,212.29,217.47,3956.9310933002257,860513.80486
1582934400000.0,2020-02-29 00:00:00,ETH/USD,227.03,233.28,216.86,217.32,4152.85717527149,902498.92133
1582848000000.0,2020-02-28 00:00:00,ETH/USD,227.7,234.52,213.65,227.09,5245.654053899335,1191235.5791
1582761600000.0,2020-02-27 00:00:00,ETH/USD,223.75,238.16,209.9,227.7,15762.684947474749,3589163.36254
1582675200000.0,2020-02-26 00:00:00,ETH/USD,246.31,250.03,215.22,223.68,22392.596448855507,5008775.97368
1582588800000.0,2020-02-25 00:00:00,ETH/USD,265.71,266.26,244.34,246.32,12159.452676234168,2995116.38321
1582502400000.0,2020-02-24 00:00:00,ETH/USD,275.61,277.99,257.17,265.76,14043.436380004516,3732183.65235
1582416000000.0,2020-02-23 00:00:00,ETH/USD,261.94,276.61,261.47,275.55,3688.673204899292,1016413.90161
1582329600000.0,2020-02-22 00:00:00,ETH/USD,265.85,267.15,256.59,261.94,1734.458555050775,454324.07391
1582243200000.0,2020-02-21 00:00:00,ETH/USD,257.36,268.54,254.17,265.85,4707.739099266503,1251552.43954
1582156800000.0,2020-02-20 00:00:00,ETH/USD,258.33,264.19,245.82,257.36,15094.50349483214,3884721.41943
1582070400000.0,2020-02-19 00:00:00,ETH/USD,283.47,287.22,248.92,258.45,15804.661534145871,4084714.7735
1581984000000.0,2020-02-18 00:00:00,ETH/USD,267.81,286.4,259.33,283.4,4297.708465702188,1217970.57918
1581897600000.0,2020-02-17 00:00:00,ETH/USD,258.68,268.54,242.52,267.76,5024.213760905289,1345283.47662
1581811200000.0,2020-02-16 00:00:00,ETH/USD,264.93,274.06,237.43,259.21,4368.557363257591,1132373.75413
1581724800000.0,2020-02-15 00:00:00,ETH/USD,285.78,289.17,261.9,264.97,3874.084520209835,1026516.17532
1581638400000.0,2020-02-14 00:00:00,ETH/USD,268.31,286.24,260.16,285.8,2882.3723005248426,823782.00349
1581552000000.0,2020-02-13 00:00:00,ETH/USD,266.42,277.83,256.15,268.26,5003.142644822187,1342143.0459
1581465600000.0,2020-02-12 00:00:00,ETH/USD,237.81,275.77,237.81,266.36,8673.69691462682,2310325.91018
1581379200000.0,2020-02-11 00:00:00,ETH/USD,222.92,239.69,218.08,237.81,5925.928972330852,1409245.16891
1581292800000.0,2020-02-10 00:00:00,ETH/USD,228.82,229.72,216.36,222.95,3507.5562199147794,782009.65923
1581206400000.0,2020-02-09 00:00:00,ETH/USD,223.32,230.96,223.21,228.82,3148.8544300760423,720520.87069
1581120000000.0,2020-02-08 00:00:00,ETH/USD,223.28,227.93,213.2,223.37,4667.290918834221,1042532.77254
1581033600000.0,2020-02-07 00:00:00,ETH/USD,212.95,224.32,212.95,223.28,5830.060168711931,1301735.83447
1580947200000.0,2020-02-06 00:00:00,ETH/USD,203.77,216.14,201.0,212.95,3143.851341535572,669483.14318
1580860800000.0,2020-02-05 00:00:00,ETH/USD,188.26,207.61,187.64,203.75,3486.460603730061,710366.34801
1580774400000.0,2020-02-04 00:00:00,ETH/USD,189.54,191.4,184.44,188.26,5119.075360830766,963717.12743
1580688000000.0,2020-02-03 00:00:00,ETH/USD,188.26,195.24,186.58,189.54,4330.255266381767,820756.58319
1580601600000.0,2020-02-02 00:00:00,ETH/USD,183.63,193.59,179.12,188.26,2598.9524140019125,489278.78146
1580515200000.0,2020-02-01 00:00:00,ETH/USD,179.67,184.02,178.98,183.63,1729.9407467189458,317669.01932
1580428800000.0,2020-01-31 00:00:00,ETH/USD,184.56,185.59,174.81,179.69,1757.3700381768601,315781.82216
1580342400000.0,2020-01-30 00:00:00,ETH/USD,173.41,186.87,170.59,184.51,14186.41412833993,2617535.27082
1580256000000.0,2020-01-29 00:00:00,ETH/USD,175.82,178.36,173.19,173.38,6708.14682235552,1163058.49606
1580169600000.0,2020-01-28 00:00:00,ETH/USD,169.82,176.32,169.82,175.97,6203.434696652839,1091618.40357
1580083200000.0,2020-01-27 00:00:00,ETH/USD,167.48,171.65,165.0,169.82,3174.0987044517724,539025.44199
1579996800000.0,2020-01-26 00:00:00,ETH/USD,160.06,167.59,159.21,167.48,540.1588634463817,90465.80645
