Open,High,Low,Close,Volume,Market Cap
436.2119174,444.7323652,375.6170277,383.0782922,30361676281,46920175569
475.9303878,477.5169657,420.90299,436.4795406,30274356437,50461826334
429.3188811,479.4918718,425.2121508,475.9327468,25596090612,51532928241
424.2879578,434.9305258,416.527703,429.8009327,18539887568,47836146348
398.3812007,423.7271352,398.3812007,423.1894647,14574425303,46007348760
394.0108249,404.3428643,391.7269855,399.0930903,12559044215,44705738516
383.0646976,395.8089779,380.6357624,393.9793309,15522931907,43849464999
385.809033,394.2225153,376.6006459,382.8413597,14933767456,43096839479
383.2666942,391.5499327,378.0718166,385.8704239,18065341231,43256831193
407.7240654,408.3283822,371.7692617,383.9161564,16506629923,43945355558
390.9344875,409.4206094,388.5663427,407.9832506,13579573558,44979716402
395.8941622,396.520791,384.6993628,391.4403594,12836541320,43884331270
387.986044,396.5525508,380.9262726,395.8746079,17851384658,43747655157
416.0688224,418.054211,386.2796881,387.5109745,15709687765,45599879080
406.7276793,418.1952736,403.3762408,416.4723039,18247659341,46163564212
422.7596904,426.2465658,396.0723763,406.0469719,18577230989,46185622620
429.9620408,433.2709181,418.0312964,423.1282132,18872381370,47995026121
433.3790852,441.6505802,421.5564757,430.7982843,16203065800,48321849380
432.5666785,435.2690706,414.4546327,433.5013226,15249440777,47999551651
437.7521282,442.4356876,428.9556376,432.8443798,19175457741,48895113724
424.1050975,443.374015,418.9467671,436.9238517,26567843616,48139329065
387.1532677,428.2308547,379.0301153,425.5160467,19037714675,44286596280
379.2388792,388.6673233,369.1558655,387.6098602,18936799774,42743500619
395.6169737,398.0385343,370.8445619,379.1132622,16027343383,43464783449
390.3970026,398.4336704,390.3290435,395.5182367,15748723557,44257636303
395.6276743,399.1245922,385.1216907,389.3953757,14523340272,43911342560
379.1817458,392.3599429,376.7835609,392.3599429,17856927607,43220263682
395.1083198,397.847749,367.7876813,379.4443062,16408768548,43578110185
400.7440397,402.4172772,392.5955566,394.9861534,18247300098,44449353714
389.6497533,404.8743467,385.717179,400.5766125,17651056126,44173389481
385.7917755,400.6611889,381.9532399,389.5160607,23516223053,43816992662
371.8916778,397.365511,369.0063894,386.6371818,25750777805,43368125346
386.7298858,413.2550294,356.7050433,370.4771463,33878467864,42423426175
346.2781493,391.2634672,343.8805798,386.6544851,19568367864,40487397050
